m|sigma|e|k_ab|e_ab|mu|na|nb|inchi|smiles
7.543700218200684|3.938999891281128|269.96380615234375|0.0046|4043.9591|0.0|1.0|1.0|InChI=1S/C18H36O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2-17H2,1H3,(H,19,20)|CCCCCCCCCCCCCCCCCC(=O)O
3.064300060272217|3.5787999629974365|375.2463073730469|0.0135|1527.7624|0.0|2.0|0.0|InChI=1S/C4H8O2S/c5-7(6)3-1-2-4-7/h1-4H2|O=S1(=O)CCCC1
2.472399950027466|3.5420000553131104|290.1343994140625|0.0|0.0|0.0|0.0|0.0|InChI=1S/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H/i1D,2D,3D,4D,5D,6D,7D,8D|[2H]c1c([2H])c([2H])c2c([2H])c([2H])c([2H])c([2H])c2c1[2H]
4.064899921417236|3.8436999320983887|283.4324035644531|0.0007|2598.9106|0.0|1.0|0.0|InChI=1S/C8H15N2.6FH.Sb/c1-3-4-5-10-7-6-9(2)8-10;;;;;;;/h6-8H,3-5H2,1-2H3;6*1H;/q+1;;;;;;;+5/p-6|CCCCn1cc[n+](C)c1.[F-].[F-].[F-].[F-].[F-].[F-].[Sb+5]
3.2636001110076904|4.175600051879883|493.58660888671875|0.002|1618.3052|0.0|4.0|1.0|InChI=1S/C6H11N2.H2O4S/c1-3-8-5-4-7(2)6-8;1-5(2,3)4/h4-6H,3H2,1-2H3;(H2,1,2,3,4)/q+1;/p-1|CCn1cc[n+](C)c1.O=S(=O)([O-])O
14.048999786376953|4.118599891662598|251.8031005859375|0.219|1569.3023|0.0|1.0|0.0|InChI=1S/C36H75N/c1-4-7-10-13-16-19-22-25-28-31-34-37(35-32-29-26-23-20-17-14-11-8-5-2)36-33-30-27-24-21-18-15-12-9-6-3/h4-36H2,1-3H3|CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC
5.572800159454346|4.286600112915039|411.7481994628906|0.0011|1709.4063|0.0|4.0|0.0|InChI=1S/C11H24N.C2F6NO4S2/c1-3-4-6-9-12(2)10-7-5-8-11-12;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h3-11H2,1-2H3;/q+1;-1|CCCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
11.913999557495117|3.7950000762939453|244.07179260253906|0.0002|5991.416|0.0|4.0|0.0|InChI=1S/C26H50O4/c1-5-9-17-23(7-3)21-29-25(27)19-15-13-11-12-14-16-20-26(28)30-22-24(8-4)18-10-6-2/h23-24H,5-22H2,1-4H3|CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC
8.055500030517578|4.474100112915039|400.1518859863281|0.0001|6406.1097|0.0|10.0|0.0|InChI=1S/C14H24N4.2C4F10NO4S2/c1-15-9-11-17(13-15)7-5-3-4-6-8-18-12-10-16(2)14-18;2*5-1(6,7)3(11,12)20(16,17)15-21(18,19)4(13,14)2(8,9)10/h9-14H,3-8H2,1-2H3;;/q+2;2*-1|C[n+]1ccn(CCCCCCn2cc[n+](C)c2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
11.273500442504883|4.067999839782715|271.3743896484375|0.0|0.0|0.0|0.0|0.0|InChI=1S/C32H68P.4ClH.Fe/c1-5-9-13-17-18-19-20-21-22-23-24-28-32-33(29-25-14-10-6-2,30-26-15-11-7-3)31-27-16-12-8-4;;;;;/h5-32H2,1-4H3;4*1H;/q+1;;;;;+3/p-4|CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-].[Cl-].[Cl-].[Cl-].[Fe+3]
3.5929999351501465|3.476799964904785|321.8662109375|0.008|3421.5233|0.0|2.0|0.0|InChI=1S/C6H11NO2/c1-6(8)7-2-4-9-5-3-7/h2-5H2,1H3|CC(=O)N1CCOCC1
4.593500137329102|4.5065999031066895|584.1710205078125|0.0014|3587.9847|0.0|4.0|0.0|InChI=1S/C10H16N.C2F6NO4S2/c1-3-4-7-11-8-5-10(2)6-9-11;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h5-6,8-9H,3-4,7H2,1-2H3;/q+1;-1|CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
3.571500062942505|3.386899948120117|241.8759002685547|0.0006|2717.121|0.0|2.0|0.0|InChI=1S/C5H8O2/c1-4(2)5(6)7-3/h1H2,2-3H3|C=C(C)C(=O)OC
4.471199989318848|3.5759999752044678|285.7101135253906|0.0|0.0|0.0|0.0|0.0|InChI=1S/C9H11Cl/c10-8-4-7-9-5-2-1-3-6-9/h1-3,5-6H,4,7-8H2|ClCCCc1ccccc1
4.78410005569458|4.5117998123168945|537.87451171875|0.0011|3135.9121|0.0|4.0|0.0|InChI=1S/C13H22N.C2F6NO4S2/c1-4-5-6-7-8-14-10-12(2)9-13(3)11-14;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h9-11H,4-8H2,1-3H3;/q+1;-1|CCCCCC[n+]1cc(C)cc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
2.992500066757202|3.322700023651123|295.1614990234375|0.1106|980.5217|0.0|2.0|2.0|InChI=1S/C4H10N2/c1-2-6-4-3-5-1/h5-6H,1-4H2|C1CNCCN1
1.6934000253677368|4.49370002746582|369.63629150390625|0.017|1592.3972|0.0|2.0|2.0|InChI=1S/C5H13NO/c1-5(2)6-3-4-7/h5-7H,3-4H2,1-2H3|CC(C)NCCO
10.742899894714355|4.022299766540527|253.7781982421875|0.0|0.0|0.0|0.0|0.0|InChI=1S/C32H68P.BrH/c1-5-9-13-17-21-25-29-33(30-26-22-18-14-10-6-2,31-27-23-19-15-11-7-3)32-28-24-20-16-12-8-4;/h5-32H2,1-4H3;1H/q+1;/p-1|CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-]
5.704100131988525|3.4117000102996826|246.87939453125|0.0007|3134.1136|0.0|4.0|0.0|InChI=1S/C8H14O4/c1-3-11-7(9)5-6-8(10)12-4-2/h3-6H2,1-2H3|CCOC(=O)CCC(=O)OCC
2.331199884414673|3.1589999198913574|208.03689575195312|0.0014|3106.289|0.0|1.0|0.0|InChI=1S/C2H3N/c1-2-3/h1H3|CC#N
2.6594998836517334|4.3292999267578125|514.5252075195312|0.0148|5074.1274|0.0|1.0|0.0|InChI=1S/C9H17N2.BrH/c1-3-5-6-11-8-7-10(4-2)9-11;/h7-9H,3-6H2,1-2H3;1H/q+1;/p-1|CCCCn1cc[n+](CC)c1.[Br-]
2.9827001094818115|3.254699945449829|235.3679962158203|0.0002|440.5416|0.0|2.0|0.0|InChI=1S/C3H6O2/c1-2-5-3-4/h3H,2H2,1H3|CCOC=O
7.983699798583984|2.6503000259399414|159.34629821777344|0.0144|1169.7802|0.0|5.0|5.0|InChI=1S/C4H11NO2.C3H6O3/c6-3-1-5-2-4-7;1-2(4)3(5)6/h5-7H,1-4H2;2,4H,1H3,(H,5,6)|CC(O)C(=O)O.OCCNCCO
3.7816998958587646|3.676300048828125|264.95361328125|0.0|0.0|0.0|0.0|0.0|InChI=1S/C6H13Br/c1-2-3-4-5-6-7/h2-6H2,1H3|CCCCCCBr
5.761600017547607|3.6117000579833984|264.61370849609375|0.0001|3623.1481|0.0|4.0|0.0|InChI=1S/C10H18O4/c1-13-9(11)7-5-3-4-6-8-10(12)14-2/h3-8H2,1-2H3|COC(=O)CCCCCCC(=O)OC
3.241499900817871|3.6433000564575195|237.35899353027344|0.1514|1001.9414|0.0|1.0|1.0|InChI=1S/C5H13N/c1-2-3-4-5-6/h2-6H2,1H3|CCCCCN
3.9556000232696533|3.75819993019104|325.27191162109375|0.0|0.0|0.0|0.0|0.0|InChI=1S/C12H10/c1-3-7-11(8-4-1)12-9-5-2-6-10-12/h1-10H|c1ccc(-c2ccccc2)cc1
5.879499912261963|3.2330000400543213|248.37620544433594|0.0001|3822.5537|0.0|1.0|1.0|InChI=1S/C7H14O2/c1-2-3-4-5-6-7(8)9/h2-6H2,1H3,(H,8,9)|CCCCCCC(=O)O
2.9700000286102295|4.2154998779296875|258.72601318359375|0.0|0.0|0.0|0.0|0.0|InChI=1S/C8H20Si/c1-7(2,3)9-8(4,5)6/h9H2,1-6H3|CC(C)(C)[SiH2]C(C)(C)C
2.194999933242798|3.1333999633789062|121.06839752197266|0.0|0.0|0.0|0.0|0.0|InChI=1S/CF4/c2-1(3,4)5|FC(F)(F)F
4.578000068664551|4.117400169372559|323.64349365234375|0.0007|1982.6714|0.0|3.0|2.0|InChI=1S/C6H14N2.C3H6O2/c1-2-8-5-3-7-4-6-8;1-2-3(4)5/h7H,2-6H2,1H3;2H2,1H3,(H,4,5)|CCC(=O)O.CCN1CCNCC1
6.819200038909912|4.128799915313721|358.9801025390625|0.0008|2987.2509|0.0|4.0|0.0|InChI=1S/C15H26N.C2F6NO4S2/c1-2-3-4-5-6-7-8-10-13-16-14-11-9-12-15-16;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h9,11-12,14-15H,2-8,10,13H2,1H3;/q+1;-1|CCCCCCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
5.269100189208984|4.274099826812744|296.0434875488281|0.0026|2094.4372|0.0|3.0|3.0|InChI=1S/C6H15NO.C4H8O2/c1-2-3-4-7-5-6-8;1-2-3-4(5)6/h7-8H,2-6H2,1H3;2-3H2,1H3,(H,5,6)|CCCC(=O)O.CCCCNCCO
4.289599895477295|3.4964001178741455|330.28369140625|0.0006|1386.6415|0.0|3.0|1.0|InChI=1S/C5H8N2.C2H4O2/c1-2-7-4-3-6-5-7;1-2(3)4/h3-5H,2H2,1H3;1H3,(H,3,4)|CC(=O)O.CCn1ccnc1
8.743800163269043|4.347300052642822|266.61871337890625|0.0084|985.9903|0.0|6.0|0.0|InChI=1S/3C11H18FO2.Sc/c3*1-10(2,3)8(13)7(12)9(14)11(4,5)6;/h3*1-6H3;/q3*-1;+3|CC(C)(C)C(=O)[C-](F)C(=O)C(C)(C)C.CC(C)(C)C(=O)[C-](F)C(=O)C(C)(C)C.CC(C)(C)C(=O)[C-](F)C(=O)C(C)(C)C.[Sc+3]
5.141200065612793|4.12060022354126|399.6820983886719|0.0015|5131.4447|0.0|6.0|0.0|InChI=1S/C9H12NO2.C2F6NO4S2/c1-2-12-9(11)8-10-6-4-3-5-7-10;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h3-7H,2,8H2,1H3;/q+1;-1|CCOC(=O)C[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
5.971799850463867|4.092800140380859|391.2869873046875|0.0043|2805.1192|0.0|5.0|0.0|InChI=1S/C13H23N2.C2F6NO4S2/c1-4-5-6-7-10-15-11-8-13(9-12-15)14(2)3;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h8-9,11-12H,4-7,10H2,1-3H3;/q+1;-1|CCCCCCn1ccc(=[N+](C)C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
4.470600128173828|4.515900135040283|600.414794921875|0.0008|3533.9873|0.0|4.0|0.0|InChI=1S/C9H14N.C2F6NO4S2/c1-3-6-10-7-4-5-9(2)8-10;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h4-5,7-8H,3,6H2,1-2H3;/q+1;-1|CCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
4.235400199890137|3.645400047302246|240.6186065673828|0.0384|3712.9029|0.0|2.0|0.0|InChI=1S/C8H16O2/c1-4-6-7(3)8(9)10-5-2/h7H,4-6H2,1-3H3|CCCC(C)C(=O)OCC
2.1291000843048096|3.2267000675201416|227.34860229492188|0.0049|943.555|0.0|1.0|0.0|InChI=1S/C2H4O/c1-2-3/h2H,1H3|CC=O
4.94950008392334|3.0114998817443848|214.0446014404297|0.0|0.0|0.0|0.0|0.0|InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3/i1D3,2D3,3D2,4D2,5D2,6D2,7D2|[2H]C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])[2H]
4.38129997253418|3.90310001373291|281.41680908203125|0.0|0.0|0.0|0.0|0.0|InChI=1S/C12H18/c1-2-3-4-6-9-12-10-7-5-8-11-12/h5,7-8,10-11H,2-4,6,9H2,1H3|CCCCCCc1ccccc1
12.26449966430664|3.992300033569336|230.8842010498047|0.0|0.0|0.0|0.0|0.0|InChI=1S/C32H68P.BF4/c1-5-9-13-17-18-19-20-21-22-23-24-28-32-33(29-25-14-10-6-2,30-26-15-11-7-3)31-27-16-12-8-4;2-1(3,4)5/h5-32H2,1-4H3;/q+1;-1|CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.F[B-](F)(F)F
4.506100177764893|4.442800045013428|447.414306640625|0.001|5438.3177|0.0|5.0|0.0|InChI=1S/C8H15N2.CH4O4S/c1-3-4-5-10-7-6-9(2)8-10;1-5-6(2,3)4/h6-8H,3-5H2,1-2H3;1H3,(H,2,3,4)/q+1;/p-1|CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-]
3.1435999870300293|4.063199996948242|314.48968505859375|0.0|0.0|0.0|0.0|0.0|InChI=1S/C10H16/c1-2-9-7-4-5-8(6-7)10(9)3-1/h7-10H,1-6H2/t7-,8+,9-,10+|C1C[C@@H]2[C@@H]3CC[C@@H](C3)[C@@H]2C1
5.024799823760986|4.494200229644775|417.26361083984375|0.0027|1877.682|0.0|5.0|0.0|InChI=1S/C8H15N2.C4BN4/c1-3-4-5-10-7-6-9(2)8-10;6-1-5(2-7,3-8)4-9/h6-8H,3-5H2,1-2H3;/q+1;-1|CCCCn1cc[n+](C)c1.N#C[B-](C#N)(C#N)C#N
3.7922000885009766|3.538100004196167|295.9533996582031|0.0093|2191.1279|0.0|3.0|0.0|InChI=1S/C7H7NO2/c1-10-7(9)6-3-2-4-8-5-6/h2-5H,1H3|COC(=O)c1cccnc1
1.8539999723434448|4.28439998626709|534.3297119140625|0.1473|1316.4787|0.0|1.0|0.0|InChI=1S/C6H11N2.BrH/c1-3-8-5-4-7(2)6-8;/h4-6H,3H2,1-2H3;1H/q+1;/p-1|CCn1cc[n+](C)c1.[Br-]
3.340399980545044|3.939300060272217|244.2248992919922|0.0|0.0|0.0|0.0|0.0|InChI=1S/C8H16/c1-7(2)6-8(3,4)5/h1,6H2,2-5H3|C=C(C)CC(C)(C)C
3.8975000381469727|3.6166000366210938|228.14889526367188|0.0658|529.0502|0.0|2.0|0.0|InChI=1S/C6H14O2/c1-4-7-6(3)8-5-2/h6H,4-5H2,1-3H3|CCOC(C)OCC
4.411799907684326|4.342800140380859|414.6754150390625|0.0005|1553.2795|0.0|4.0|0.0|InChI=1S/C6H11N2.C2H2F4O3S/c1-3-8-5-4-7(2)6-8;3-1(4)2(5,6)10(7,8)9/h4-6H,3H2,1-2H3;1H,(H,7,8,9)/q+1;/p-1|CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)C(F)F
2.8285999298095703|3.4433000087738037|250.84939575195312|0.0155|1120.8369|0.0|1.0|0.0|InChI=1S/C5H6O/c1-5-3-2-4-6-5/h2-4H,1H3|Cc1ccco1
9.802599906921387|3.9077999591827393|257.26239013671875|0.0018|3008.3805|0.0|8.0|2.0|InChI=1S/C13H25NO4.C12H26O4S/c1-9(2)7-17-12(15)6-5-11(14)13(16)18-8-10(3)4;1-2-3-4-5-6-7-8-9-10-11-12-16-17(13,14)15/h9-11H,5-8,14H2,1-4H3;2-12H2,1H3,(H,13,14,15)/t11-;/m0./s1|CC(C)COC(=O)CC[C@H](N)C(=O)OCC(C)C.CCCCCCCCCCCCOS(=O)(=O)O
11.13700008392334|4.270699977874756|282.47198486328125|0.0|8354.8363|0.0|6.0|0.0|InChI=1S/C33H62O6/c1-4-7-10-13-16-19-22-25-31(34)37-28-30(39-33(36)27-24-21-18-15-12-9-6-3)29-38-32(35)26-23-20-17-14-11-8-5-2/h30H,4-29H2,1-3H3|CCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCC)OC(=O)CCCCCCCCC
4.567299842834473|4.493500232696533|504.860595703125|0.0086|2560.1131|0.0|7.0|3.0|InChI=1S/C8H20NO3.C2F6NO4S2/c1-2-9(3-6-10,4-7-11)5-8-12;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h10-12H,2-8H2,1H3;/q+1;-1|CC[N+](CCO)(CCO)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
2.7852001190185547|4.404699802398682|487.5614013671875|0.0094|3121.1399|0.0|4.0|2.0|InChI=1S/C7H13N2.C4H9NO3/c1-3-4-9-6-5-8(2)7-9;1-2(6)3(5)4(7)8/h5-7H,3-4H2,1-2H3;2-3,6H,5H2,1H3,(H,7,8)/q+1;/p-1/t;2-,3+/m.1/s1|CCCn1cc[n+](C)c1.C[C@@H](O)[C@H](N)C(=O)[O-]
3.517400026321411|3.5206000804901123|227.07679748535156|0.0002|2053.7178|0.0|2.0|0.0|InChI=1S/C5H12O2/c1-5(2,6-3)7-4/h1-4H3|COC(C)(C)OC
4.532100200653076|4.526899814605713|407.4823913574219|0.003|3754.4728|0.0|3.0|0.0|InChI=1S/C10H19N2.C2N3/c1-3-4-5-6-7-12-9-8-11(2)10-12;3-1-5-2-4/h8-10H,3-7H2,1-2H3;/q+1;-1|CCCCCCn1cc[n+](C)c1.N#C[N-]C#N
4.585000038146973|4.033199787139893|219.2888946533203|0.0016|2096.3789|0.0|3.0|0.0|InChI=1S/C6H18O3Si3/c1-10(2)7-11(3,4)9-12(5,6)8-10/h1-6H3|C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O1
3.9000000953674316|3.6087000370025635|252.14990234375|0.0141|1322.3327|0.0|2.0|1.0|InChI=1S/C6H14O2/c1-3-4-8-5-6(2)7/h6-7H,3-5H2,1-2H3|CCCOCC(C)O
5.371099948883057|3.367500066757202|240.5146942138672|0.0|0.0|0.0|0.0|0.0|InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3/i1D3,2D3,3D2,4D2,5D2,6D2,7D2,8D2,9D2,10D2|[2H]C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])[2H]
5.115699768066406|4.478799819946289|408.06109619140625|0.0267|3299.8803|0.0|1.0|0.0|InChI=1S/C13H25N2.BrH/c1-3-4-5-6-7-8-9-10-15-12-11-14(2)13-15;/h11-13H,3-10H2,1-2H3;1H/q+1;/p-1|CCCCCCCCCn1cc[n+](C)c1.[Br-]
2.7304000854492188|4.469099998474121|299.55499267578125|0.0082|2290.1843|0.0|1.0|1.0|InChI=1S/C10H20O/c1-5-9(2)7-6-8-10(3,4)11/h5,9,11H,1,6-8H2,2-4H3|C=CC(C)CCCC(C)(C)O
4.245999813079834|3.2028000354766846|237.16009521484375|0.0621|897.9503|0.0|2.0|1.0|InChI=1S/C5H12O2/c1-3-7-4-5(2)6/h5-6H,3-4H2,1-2H3|CCOCC(C)O
3.0645999908447266|3.7276999950408936|358.6719055175781|0.0002|2993.3824|0.0|2.0|0.0|InChI=1S/C6H10O2/c1-2-5-3-4-6(7)8-5/h5H,2-4H2,1H3|CCC1CCC(=O)O1
4.081099987030029|3.5980000495910645|315.7524108886719|0.0226|3221.2396|0.0|2.0|0.0|InChI=1S/C8H7ClO2/c1-11-8(10)6-2-4-7(9)5-3-6/h2-5H,1H3|COC(=O)c1ccc(Cl)cc1
6.319699764251709|4.474599838256836|343.4678955078125|0.0029|3846.7586|0.0|3.0|0.0|InChI=1S/C12H23N2.C4N3/c1-3-4-5-6-7-8-9-14-11-10-13(2)12-14;5-1-4(2-6)3-7/h10-12H,3-9H2,1-2H3;/q+1;-1|CCCCCCCCn1cc[n+](C)c1.N#CC(=C=[N-])C#N
6.186999797821045|4.261499881744385|309.7456970214844|0.0018|2295.5957|0.0|4.0|0.0|InChI=1S/C10H22N.C2H6O4S/c1-3-5-8-11(4-2)9-6-7-10-11;1-2-6-7(3,4)5/h3-10H2,1-2H3;2H2,1H3,(H,3,4,5)/q+1;/p-1|CCCC[N+]1(CC)CCCC1.CCOS(=O)(=O)[O-]
13.172200202941895|2.9372000694274902|184.9615020751953|0.0013|5326.3939|0.0|2.0|0.0|InChI=1S/C25H50O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25(26)27-2/h3-24H2,1-2H3|CCCCCCCCCCCCCCCCCCCCCCCC(=O)OC
4.169300079345703|3.027600049972534|217.06509399414062|0.0|0.0|0.0|0.0|0.0|InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3/i1D3,2D3,3D,4D,5D,6D|[2H]c1c([2H])c(C([2H])([2H])[2H])c([2H])c([2H])c1C([2H])([2H])[2H]
2.9177000522613525|3.747499942779541|329.71929931640625|0.0|0.0|0.0|0.0|0.0|InChI=1S/C4H8Br2/c5-3-1-2-4-6/h1-4H2|BrCCCCBr
2.690999984741211|3.599400043487549|215.41619873046875|0.0|0.0|0.0|0.0|0.0|InChI=1S/C3H2ClF3/c1-2(4)3(5,6)7/h1H2|C=C(Cl)C(F)(F)F
8.581000328063965|3.490000009536743|233.63319396972656|0.0|0.0|0.0|0.0|0.0|InChI=1S/C14H29Br/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15/h2-14H2,1H3|CCCCCCCCCCCCCCBr
5.076200008392334|4.401299953460693|425.3443908691406|0.0078|3777.726|0.0|3.0|1.0|InChI=1S/C8H15N2.C3H7NO2/c1-3-4-5-10-7-6-9(2)8-10;1-2(4)3(5)6/h6-8H,3-5H2,1-2H3;2H,4H2,1H3,(H,5,6)/q+1;/p-1/t;2-/m.0/s1|CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-]
4.130199909210205|3.377500057220459|327.0342102050781|0.012|1414.1346|0.0|2.0|1.0|InChI=1S/C6H11NO/c8-7-6-4-2-1-3-5-6/h8H,1-5H2|ON=C1CCCCC1
3.4798998832702637|2.8153998851776123|179.7191925048828|0.4382|1253.9623|0.0|2.0|0.0|InChI=1S/CH3NO2/c1-2(3)4/h1H3/i1D3|[2H]C([2H])([2H])[N+](=O)[O-]
6.686299800872803|3.8773999214172363|239.8748016357422|0.0002|4350.4656|0.0|2.0|0.0|InChI=1S/C8H18NO2.C6F18P/c1-9(3-6-10-2)4-7-11-8-5-9;7-1(8,9)4(16,17)25(22,23,24,5(18,19)2(10,11)12)6(20,21)3(13,14)15/h3-8H2,1-2H3;/q+1;-1|COCC[N+]1(C)CCOCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
2.6440000534057617|3.974400043487549|239.99839782714844|0.0|0.0|0.0|0.0|0.0|InChI=1S/C6H14/c1-5-6(2,3)4/h5H2,1-4H3|CCC(C)(C)C
6.498899936676025|3.8778998851776123|365.5126037597656|0.0004|2825.373|0.0|5.0|0.0|InChI=1S/C13H16N2.C2F6NO4S2/c1-2-3-10-15-11-9-14-13(15)12-7-5-4-6-8-12;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h4-9,11H,2-3,10H2,1H3;/q;-1/p+1|CCCCn1cc[nH+]c1-c1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
3.844099998474121|4.395599842071533|501.77459716796875|0.0003|3797.4482|0.0|5.0|1.0|InChI=1S/C6H11N2O.CHF3O3S/c1-7-2-3-8(6-7)4-5-9;2-1(3,4)8(5,6)7/h2-3,6,9H,4-5H2,1H3;(H,5,6,7)/q+1;/p-1|C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)F
4.490699768066406|3.6939001083374023|271.0884094238281|0.0101|2895.2981|0.0|1.0|1.0|InChI=1S/C8H16O2/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3,(H,9,10)|CCCCCCCC(=O)O
5.514999866485596|4.443699836730957|353.26348876953125|0.0026|3250.8772|0.0|3.0|0.0|InChI=1S/C10H19N2.C4N3/c1-3-4-5-6-7-12-9-8-11(2)10-12;5-1-4(2-6)3-7/h8-10H,3-7H2,1-2H3;/q+1;-1|CCCCCCn1cc[n+](C)c1.N#CC(=C=[N-])C#N
2.441200017929077|3.526700019836426|289.5104064941406|0.0|0.0|0.0|0.0|0.0|InChI=1S/C12H10/c1-3-7-11(8-4-1)12-9-5-2-6-10-12/h1-10H/i1D,2D,3D,4D,5D,6D,7D,8D,9D,10D|[2H]c1c([2H])c([2H])c(-c2c([2H])c([2H])c([2H])c([2H])c2[2H])c([2H])c1[2H]
4.702199935913086|3.373500108718872|279.3811950683594|0.0|0.0|0.0|0.0|0.0|InChI=1S/C8H9I/c1-6-3-4-8(9)7(2)5-6/h3-5H,1-2H3|Cc1ccc(I)c(C)c1
8.402199745178223|4.04610013961792|263.99200439453125|0.0015|2201.0597|0.0|8.0|2.0|InChI=1S/C12H26O4S.C11H21NO4/c1-2-3-4-5-6-7-8-9-10-11-12-16-17(13,14)15;1-7(2)15-10(13)6-5-9(12)11(14)16-8(3)4/h2-12H2,1H3,(H,13,14,15);7-9H,5-6,12H2,1-4H3/t;9-/m.0/s1|CC(C)OC(=O)CC[C@H](N)C(=O)OC(C)C.CCCCCCCCCCCCOS(=O)(=O)O
4.093699932098389|2.809999942779541|192.94960021972656|0.0666|1570.3985|0.0|1.0|1.0|InChI=1S/C2H3F3O/c3-2(4,5)1-6/h6H,1H2|OCC(F)(F)F
4.571899890899658|3.172800064086914|180.1083984375|0.0004|2343.8177|0.0|1.0|1.0|InChI=1S/C3H7NO.BF4/c1-4(2)3-5;2-1(3,4)5/h3H,1-2H3;/q;-1/p+1|C[NH+](C)C=O.F[B-](F)(F)F
1.770300030708313|4.1153998374938965|408.98858642578125|0.0112|2028.6945|0.0|3.0|3.0|InChI=1S/C3H8O3/c4-1-3(6)2-5/h3-6H,1-2H2|OCC(O)CO
4.145100116729736|4.395199775695801|386.5763854980469|0.0037|514.2144|0.0|1.0|0.0|InChI=1S/C9H17N2.F6P/c1-4-5-6-11-8-7-10(3)9(11)2;1-7(2,3,4,5)6/h7-8H,4-6H2,1-3H3;/q+1;-1|CCCCn1cc[n+](C)c1C.F[P-](F)(F)(F)(F)F
4.029200077056885|4.31689977645874|412.2997131347656|0.005|1627.5408|0.0|3.0|0.0|InChI=1S/C6H11N2.C4N3/c1-3-8-5-4-7(2)6-8;5-1-4(2-6)3-7/h4-6H,3H2,1-2H3;/q+1;-1|CCn1cc[n+](C)c1.N#CC(=C=[N-])C#N
3.7913999557495117|3.3870999813079834|292.93670654296875|0.0097|1607.9158|0.0|1.0|1.0|InChI=1S/C8H10O/c1-6-4-3-5-7(2)8(6)9/h3-5,9H,1-2H3|Cc1cccc(C)c1O
3.615600109100342|3.2941999435424805|241.57420349121094|0.0289|1162.0993|0.0|2.0|2.0|InChI=1S/C4H12N2/c1-5-3-4-6-2/h5-6H,3-4H2,1-2H3|CNCCNC
3.342600107192993|3.34060001373291|186.2967987060547|0.3688|1834.8823|0.0|1.0|0.0|InChI=1S/C3H3F3O/c1-2-7-3(4,5)6/h2H,1H2|C=COC(F)(F)F
